OrderID,OrderDate,ShipDate,ShipMode,CustomerID,ProductID,Region,Country,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentMethod,ReturnStatus,ManagerEmail
ORD-20230154,2024-07-18,2024-07-24,Standard Class,CUST-1076,PRD-103,US-West,USA,3,1122.85,0.15,2863.27,2400,463.27,Credit Card,Delivered,us.manager@ysm.com
ORD-20230155,2023-11-08,2023-11-10,First Class,CUST-1021,PRD-106,Asia-Pac,Singapore,4,344.87,0.1,1241.53,960,281.53,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230156,2024-10-12,2024-10-17,Standard Class,CUST-1036,PRD-103,Asia-Pac,Singapore,10,1100.0,0.2,8800.0,8000,800.0,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230157,2024-08-29,2024-09-03,Standard Class,CUST-1020,PRD-103,Europe,UK,10,1105.4,0.1,9948.6,8000,1948.6,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230158,2024-10-18,2024-10-23,Standard Class,CUST-1034,PRD-111,US-West,USA,10,284.28,0.15,2416.38,2200,216.38,Debit Card,Delivered,us.manager@ysm.com
ORD-20230159,2024-07-12,2024-07-15,Same Day,CUST-1083,PRD-105,Europe,UK,7,94.26,0.1,593.84,490,103.84,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230160,2023-06-11,2023-06-15,Second Class,CUST-1054,PRD-108,West,India,6,100.72,0.2,483.46,450,33.46,Net Banking,Delivered,west.manager@ysm.com
ORD-20230161,2023-11-23,2023-11-29,Standard Class,CUST-1045,PRD-107,North,India,6,484.94,0.2,2327.71,2280,47.71,Net Banking,Delivered,north.manager@ysm.com
ORD-20230162,2023-05-06,2023-05-09,Same Day,CUST-1058,PRD-104,North,India,1,76.69,0.1,69.02,60,9.02,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230163,2023-06-13,2023-06-16,Same Day,CUST-1074,PRD-112,Asia-Pac,Singapore,3,367.51,0.15,937.15,840,97.15,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230164,2024-05-24,2024-05-25,First Class,CUST-1012,PRD-107,Asia-Pac,UAE,4,513.41,0.05,1950.96,1520,430.96,Credit Card,Returned,apac.manager@ysm.com
ORD-20230165,2024-05-21,2024-05-26,Standard Class,CUST-1084,PRD-111,East,India,9,295.71,0.0,2661.39,1980,681.39,Debit Card,Delivered,east.manager@ysm.com
ORD-20230166,2023-09-28,2023-10-04,Standard Class,CUST-1047,PRD-113,Europe,UK,1,598.79,0.15,508.97,450,58.97,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230167,2024-01-07,2024-01-12,First Class,CUST-1037,PRD-102,US-East,USA,8,1260.91,0.2,8069.82,7600,469.82,Cash on Delivery,Delivered,us.manager@ysm.com
ORD-20230168,2023-05-02,2023-05-04,First Class,CUST-1013,PRD-107,South,India,6,503.36,0.2,2416.13,2280,136.13,UPI,Delivered,south.manager@ysm.com
ORD-20230169,2024-06-05,2024-06-09,Same Day,CUST-1065,PRD-101,Europe,Germany,3,1070.2,0.1,2889.54,2550,339.54,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230170,2024-09-12,2024-09-17,Same Day,CUST-1018,PRD-106,Europe,UK,6,344.71,0.05,1964.85,1440,524.85,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230171,2023-11-03,2023-11-08,First Class,CUST-1044,PRD-109,US-East,USA,9,92.02,0.15,703.95,585,118.95,Debit Card,Delivered,us.manager@ysm.com
ORD-20230172,2024-01-13,2024-01-16,Standard Class,CUST-1087,PRD-102,Europe,Germany,10,1373.68,0.1,12363.12,9500,2863.12,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230173,2024-11-02,2024-11-07,Second Class,CUST-1074,PRD-104,Asia-Pac,Singapore,10,83.66,0.15,711.11,600,111.11,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230174,2024-09-26,2024-09-30,Standard Class,CUST-1019,PRD-114,US-East,USA,1,152.48,0.2,121.98,110,11.98,UPI,Returned,us.manager@ysm.com
ORD-20230175,2023-11-18,2023-11-22,Same Day,CUST-1020,PRD-107,Europe,UK,7,527.48,0.2,2953.89,2660,293.89,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230176,2024-06-15,2024-06-17,Same Day,CUST-1072,PRD-106,South,India,8,347.91,0.2,2226.62,1920,306.62,Net Banking,Delivered,south.manager@ysm.com
ORD-20230177,2024-04-15,2024-04-20,Same Day,CUST-1044,PRD-109,US-East,USA,5,85.86,0.2,343.44,325,18.44,UPI,Delivered,us.manager@ysm.com
ORD-20230178,2023-10-13,2023-10-18,Second Class,CUST-1039,PRD-104,West,India,5,86.3,0.1,388.35,300,88.35,Debit Card,Delivered,west.manager@ysm.com
ORD-20230179,2023-12-24,2023-12-29,Same Day,CUST-1093,PRD-105,Asia-Pac,UAE,10,91.53,0.2,732.24,700,32.24,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230180,2023-05-30,2023-06-02,Same Day,CUST-1006,PRD-105,US-East,USA,2,100.87,0.1,181.57,140,41.57,Net Banking,Delivered,us.manager@ysm.com
ORD-20230181,2023-08-08,2023-08-10,Standard Class,CUST-1069,PRD-105,West,India,5,100.56,0.05,477.66,350,127.66,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230182,2023-09-03,2023-09-05,Standard Class,CUST-1007,PRD-111,Europe,Germany,4,314.83,0.05,1196.35,880,316.35,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230183,2024-04-28,2024-04-29,Same Day,CUST-1088,PRD-113,North,India,9,574.87,0.05,4915.14,4050,865.14,Debit Card,Delivered,north.manager@ysm.com
ORD-20230184,2023-07-24,2023-07-27,Second Class,CUST-1042,PRD-105,South,India,2,96.54,0.2,154.46,140,14.46,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230185,2023-02-08,2023-02-10,Same Day,CUST-1054,PRD-115,West,India,1,49.61,0.15,42.17,35,7.17,UPI,Delivered,west.manager@ysm.com
ORD-20230186,2023-10-24,2023-10-25,First Class,CUST-1002,PRD-105,West,India,2,95.45,0.1,171.81,140,31.81,Debit Card,Delivered,west.manager@ysm.com
ORD-20230187,2024-07-10,2024-07-15,First Class,CUST-1064,PRD-115,South,India,9,50.32,0.15,384.95,315,69.95,UPI,Delivered,south.manager@ysm.com
ORD-20230188,2023-12-05,2023-12-07,First Class,CUST-1094,PRD-108,Asia-Pac,UAE,3,103.47,0.0,310.41,225,85.41,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230189,2023-07-17,2023-07-19,First Class,CUST-1079,PRD-114,US-West,USA,7,151.55,0.15,901.72,770,131.72,Credit Card,Delivered,us.manager@ysm.com
ORD-20230190,2023-04-08,2023-04-10,First Class,CUST-1018,PRD-108,Europe,UK,4,98.6,0.0,394.4,300,94.4,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230191,2023-10-01,2023-10-04,First Class,CUST-1039,PRD-110,West,India,1,209.19,0.1,188.27,150,38.27,UPI,Delivered,west.manager@ysm.com
ORD-20230192,2023-05-02,2023-05-06,Standard Class,CUST-1040,PRD-103,Asia-Pac,Singapore,9,1064.87,0.1,8625.45,7200,1425.45,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230193,2023-08-15,2023-08-17,Same Day,CUST-1018,PRD-108,Europe,UK,10,96.05,0.1,864.45,750,114.45,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230194,2024-07-04,2024-07-10,Same Day,CUST-1028,PRD-113,Europe,UK,10,584.77,0.0,5847.7,4500,1347.7,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230195,2023-03-21,2023-03-26,Second Class,CUST-1015,PRD-101,Asia-Pac,UAE,9,1203.39,0.05,10288.98,7650,2638.98,UPI,Delivered,apac.manager@ysm.com
ORD-20230196,2024-06-16,2024-06-20,Standard Class,CUST-1015,PRD-111,Asia-Pac,UAE,10,284.04,0.15,2414.34,2200,214.34,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230197,2023-02-26,2023-03-02,Same Day,CUST-1017,PRD-109,North,India,10,86.65,0.0,866.5,650,216.5,Net Banking,Delivered,north.manager@ysm.com
ORD-20230198,2024-02-10,2024-02-13,Same Day,CUST-1001,PRD-112,East,India,2,362.2,0.0,724.4,560,164.4,Net Banking,Delivered,east.manager@ysm.com
ORD-20230199,2024-07-08,2024-07-09,Second Class,CUST-1009,PRD-115,West,India,5,47.05,0.15,199.96,175,24.96,UPI,Delivered,west.manager@ysm.com
ORD-20230200,2024-10-23,2024-10-27,Standard Class,CUST-1048,PRD-115,Asia-Pac,UAE,7,46.43,0.15,276.26,245,31.26,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230201,2023-12-23,2023-12-24,Standard Class,CUST-1023,PRD-109,US-East,USA,3,86.36,0.05,246.13,195,51.13,Credit Card,Delivered,us.manager@ysm.com
ORD-20230202,2024-04-19,2024-04-25,Second Class,CUST-1093,PRD-109,Asia-Pac,UAE,7,86.76,0.05,576.95,455,121.95,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230203,2023-10-10,2023-10-12,Standard Class,CUST-1093,PRD-113,Asia-Pac,UAE,7,572.66,0.2,3206.9,3150,56.9,UPI,Delivered,apac.manager@ysm.com
ORD-20230204,2023-04-14,2023-04-19,Standard Class,CUST-1005,PRD-108,South,India,1,102.72,0.05,97.58,75,22.58,Debit Card,Delivered,south.manager@ysm.com
ORD-20230205,2024-07-06,2024-07-08,First Class,CUST-1097,PRD-114,Asia-Pac,Singapore,3,154.57,0.2,370.97,330,40.97,UPI,Delivered,apac.manager@ysm.com
ORD-20230206,2024-08-12,2024-08-15,First Class,CUST-1074,PRD-110,Asia-Pac,Singapore,6,210.68,0.05,1200.88,900,300.88,UPI,Delivered,apac.manager@ysm.com
ORD-20230207,2024-06-17,2024-06-19,Second Class,CUST-1053,PRD-105,West,India,9,91.35,0.2,657.72,630,27.72,Debit Card,Delivered,west.manager@ysm.com
ORD-20230208,2023-02-18,2023-02-21,Same Day,CUST-1083,PRD-111,Europe,UK,9,291.77,0.1,2363.34,1980,383.34,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230209,2024-01-21,2024-01-23,Second Class,CUST-1097,PRD-109,Asia-Pac,Singapore,4,87.41,0.1,314.68,260,54.68,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230210,2024-07-29,2024-08-02,First Class,CUST-1054,PRD-109,West,India,7,88.14,0.05,586.13,455,131.13,UPI,Delivered,west.manager@ysm.com
ORD-20230211,2023-03-22,2023-03-26,First Class,CUST-1048,PRD-102,Asia-Pac,UAE,4,1289.27,0.0,5157.08,3800,1357.08,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230212,2024-09-09,2024-09-10,Second Class,CUST-1010,PRD-104,East,India,10,84.66,0.2,677.28,600,77.28,Debit Card,Delivered,east.manager@ysm.com
ORD-20230213,2023-12-07,2023-12-10,Second Class,CUST-1002,PRD-104,West,India,2,86.25,0.15,146.62,120,26.62,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230214,2024-02-11,2024-02-13,First Class,CUST-1071,PRD-106,US-Central,USA,7,337.22,0.15,2006.46,1680,326.46,Net Banking,Delivered,us.manager@ysm.com
ORD-20230215,2024-06-09,2024-06-13,Second Class,CUST-1060,PRD-102,US-East,USA,8,1340.04,0.1,9648.29,7600,2048.29,Net Banking,Delivered,us.manager@ysm.com
ORD-20230216,2023-02-16,2023-02-21,Same Day,CUST-1029,PRD-112,West,India,5,358.17,0.2,1432.68,1400,32.68,Net Banking,Delivered,west.manager@ysm.com
ORD-20230217,2023-12-04,2023-12-06,First Class,CUST-1049,PRD-110,East,India,8,212.5,0.2,1360.0,1200,160.0,Net Banking,Delivered,east.manager@ysm.com
ORD-20230218,2024-05-15,2024-05-21,Second Class,CUST-1083,PRD-112,Europe,UK,3,377.47,0.1,1019.17,840,179.17,UPI,Delivered,eu.manager@ysm.com
ORD-20230219,2024-05-15,2024-05-17,Standard Class,CUST-1070,PRD-111,North,India,9,317.12,0.0,2854.08,1980,874.08,Credit Card,Delivered,north.manager@ysm.com
ORD-20230220,2024-02-27,2024-02-29,Second Class,CUST-1081,PRD-104,Europe,Germany,3,75.82,0.0,227.46,180,47.46,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230221,2023-03-03,2023-03-08,Standard Class,CUST-1082,PRD-111,US-Central,USA,8,316.09,0.15,2149.41,1760,389.41,Credit Card,Delivered,us.manager@ysm.com
ORD-20230222,2024-02-26,2024-02-27,Standard Class,CUST-1003,PRD-109,West,India,9,90.64,0.1,734.18,585,149.18,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230223,2024-11-21,2024-11-25,Second Class,CUST-1023,PRD-102,US-East,USA,9,1361.93,0.05,11644.5,8550,3094.5,UPI,Delivered,us.manager@ysm.com
ORD-20230224,2023-09-16,2023-09-19,Same Day,CUST-1035,PRD-113,South,India,6,598.22,0.15,3050.92,2700,350.92,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230225,2024-12-14,2024-12-16,Standard Class,CUST-1039,PRD-111,West,India,2,311.43,0.0,622.86,440,182.86,Debit Card,Delivered,west.manager@ysm.com
ORD-20230226,2024-07-19,2024-07-23,Same Day,CUST-1008,PRD-111,South,India,3,275.42,0.0,826.26,660,166.26,Debit Card,Delivered,south.manager@ysm.com
ORD-20230227,2023-12-06,2023-12-11,Second Class,CUST-1013,PRD-115,South,India,1,47.45,0.05,45.08,35,10.08,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230228,2023-02-17,2023-02-18,Standard Class,CUST-1088,PRD-115,North,India,9,45.71,0.2,329.11,315,14.11,UPI,Delivered,north.manager@ysm.com
ORD-20230229,2023-11-19,2023-11-20,First Class,CUST-1027,PRD-110,West,India,7,191.83,0.0,1342.81,1050,292.81,UPI,Delivered,west.manager@ysm.com
ORD-20230230,2024-08-03,2024-08-07,Standard Class,CUST-1087,PRD-115,Europe,Germany,7,47.53,0.05,316.07,245,71.07,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230231,2023-12-21,2023-12-22,Same Day,CUST-1013,PRD-107,South,India,2,492.64,0.1,886.75,760,126.75,Net Banking,Returned,south.manager@ysm.com
ORD-20230232,2023-10-07,2023-10-11,Second Class,CUST-1063,PRD-104,Europe,Germany,7,79.27,0.15,471.66,420,51.66,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230233,2023-03-29,2023-04-03,First Class,CUST-1038,PRD-113,South,India,2,584.68,0.0,1169.36,900,269.36,UPI,Delivered,south.manager@ysm.com
ORD-20230234,2024-10-11,2024-10-13,Standard Class,CUST-1095,PRD-107,South,India,2,499.07,0.0,998.14,760,238.14,Net Banking,Delivered,south.manager@ysm.com
ORD-20230235,2023-10-04,2023-10-05,Same Day,CUST-1017,PRD-102,North,India,8,1223.1,0.2,7827.84,7600,227.84,Credit Card,Returned,north.manager@ysm.com
ORD-20230236,2023-12-29,2024-01-03,Standard Class,CUST-1012,PRD-110,Asia-Pac,UAE,6,205.44,0.15,1047.74,900,147.74,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230237,2023-03-28,2023-04-03,Second Class,CUST-1072,PRD-115,South,India,4,50.7,0.2,162.24,140,22.24,Debit Card,Delivered,south.manager@ysm.com
ORD-20230238,2023-10-03,2023-10-06,First Class,CUST-1035,PRD-108,South,India,3,95.94,0.15,244.65,225,19.65,Debit Card,Delivered,south.manager@ysm.com
ORD-20230239,2023-03-20,2023-03-23,Second Class,CUST-1033,PRD-104,Europe,Germany,8,83.65,0.2,535.36,480,55.36,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230240,2023-11-08,2023-11-09,Same Day,CUST-1051,PRD-106,South,India,7,340.4,0.1,2144.52,1680,464.52,Net Banking,Delivered,south.manager@ysm.com
ORD-20230241,2024-10-28,2024-11-02,First Class,CUST-1018,PRD-105,Europe,UK,4,91.99,0.15,312.77,280,32.77,UPI,Delivered,eu.manager@ysm.com
ORD-20230242,2023-11-23,2023-11-26,First Class,CUST-1095,PRD-112,South,India,10,385.44,0.05,3661.68,2800,861.68,Debit Card,Delivered,south.manager@ysm.com
ORD-20230243,2024-02-07,2024-02-10,Second Class,CUST-1015,PRD-115,Asia-Pac,UAE,10,47.7,0.2,381.6,350,31.6,Cash on Delivery,Returned,apac.manager@ysm.com
ORD-20230244,2024-04-17,2024-04-23,Same Day,CUST-1027,PRD-108,West,India,2,105.72,0.15,179.72,150,29.72,UPI,Delivered,west.manager@ysm.com
ORD-20230245,2023-09-05,2023-09-08,Same Day,CUST-1085,PRD-103,West,India,7,1114.44,0.0,7801.08,5600,2201.08,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230246,2024-02-15,2024-02-20,Standard Class,CUST-1065,PRD-115,Europe,Germany,7,50.19,0.2,281.06,245,36.06,Net Banking,Delivered,eu.manager@ysm.com
ORD-20230247,2024-07-03,2024-07-08,Second Class,CUST-1082,PRD-115,US-Central,USA,4,44.34,0.1,159.62,140,19.62,Cash on Delivery,Returned,us.manager@ysm.com
ORD-20230248,2024-10-22,2024-10-28,Standard Class,CUST-1083,PRD-107,Europe,UK,6,548.48,0.15,2797.25,2280,517.25,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230249,2023-08-16,2023-08-21,Same Day,CUST-1096,PRD-109,Asia-Pac,UAE,10,88.5,0.05,840.75,650,190.75,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230250,2024-11-26,2024-12-01,Standard Class,CUST-1089,PRD-109,North,India,1,83.21,0.15,70.73,65,5.73,Net Banking,Delivered,north.manager@ysm.com
ORD-20230251,2023-03-29,2023-03-30,Second Class,CUST-1094,PRD-103,Asia-Pac,UAE,6,1055.73,0.15,5384.22,4800,584.22,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230252,2024-05-02,2024-05-03,First Class,CUST-1057,PRD-112,Asia-Pac,UAE,6,389.02,0.0,2334.12,1680,654.12,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230253,2023-04-28,2023-04-29,Second Class,CUST-1044,PRD-111,US-East,USA,3,279.81,0.05,797.46,660,137.46,Cash on Delivery,Delivered,us.manager@ysm.com
ORD-20230254,2024-07-27,2024-07-31,Same Day,CUST-1060,PRD-104,US-East,USA,3,84.57,0.05,241.02,180,61.02,Debit Card,Returned,us.manager@ysm.com
ORD-20230255,2024-09-20,2024-09-22,Second Class,CUST-1058,PRD-110,North,India,1,200.39,0.05,190.37,150,40.37,Net Banking,Delivered,north.manager@ysm.com
ORD-20230256,2023-03-06,2023-03-11,First Class,CUST-1014,PRD-113,South,India,3,640.98,0.1,1730.65,1350,380.65,UPI,Delivered,south.manager@ysm.com
ORD-20230257,2023-09-26,2023-10-02,Same Day,CUST-1063,PRD-109,Europe,Germany,6,93.81,0.2,450.29,390,60.29,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230258,2023-04-27,2023-04-30,Standard Class,CUST-1046,PRD-114,US-Central,USA,3,147.57,0.1,398.44,330,68.44,UPI,Delivered,us.manager@ysm.com
ORD-20230259,2023-09-02,2023-09-05,Same Day,CUST-1015,PRD-103,Asia-Pac,UAE,3,1059.73,0.2,2543.35,2400,143.35,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230260,2024-08-11,2024-08-15,Second Class,CUST-1055,PRD-103,South,India,9,1077.87,0.05,9215.79,7200,2015.79,Debit Card,Delivered,south.manager@ysm.com
ORD-20230261,2023-07-11,2023-07-14,Same Day,CUST-1058,PRD-110,North,India,6,189.11,0.0,1134.66,900,234.66,UPI,Delivered,north.manager@ysm.com
ORD-20230262,2024-01-29,2024-02-03,Same Day,CUST-1065,PRD-111,Europe,Germany,8,296.78,0.15,2018.1,1760,258.1,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230263,2024-08-01,2024-08-02,First Class,CUST-1098,PRD-104,Asia-Pac,UAE,5,78.51,0.05,372.92,300,72.92,UPI,Delivered,apac.manager@ysm.com
ORD-20230264,2024-08-02,2024-08-08,Standard Class,CUST-1099,PRD-113,North,India,9,607.08,0.0,5463.72,4050,1413.72,Net Banking,Delivered,north.manager@ysm.com
ORD-20230265,2024-01-11,2024-01-16,Second Class,CUST-1097,PRD-101,Asia-Pac,Singapore,8,1191.7,0.2,7626.88,6800,826.88,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230266,2024-10-31,2024-11-02,First Class,CUST-1039,PRD-114,West,India,8,159.48,0.1,1148.26,880,268.26,Credit Card,Delivered,west.manager@ysm.com
ORD-20230267,2023-05-01,2023-05-03,Same Day,CUST-1027,PRD-113,West,India,6,628.89,0.2,3018.67,2700,318.67,UPI,Delivered,west.manager@ysm.com
ORD-20230268,2023-07-31,2023-08-02,Second Class,CUST-1008,PRD-110,South,India,5,198.02,0.2,792.08,750,42.08,Net Banking,Delivered,south.manager@ysm.com
ORD-20230269,2023-10-27,2023-10-30,Second Class,CUST-1074,PRD-105,Asia-Pac,Singapore,9,100.83,0.0,907.47,630,277.47,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230270,2023-10-11,2023-10-17,First Class,CUST-1017,PRD-112,North,India,4,398.5,0.05,1514.3,1120,394.3,UPI,Delivered,north.manager@ysm.com
ORD-20230271,2024-11-23,2024-11-27,Same Day,CUST-1063,PRD-103,Europe,Germany,5,1092.39,0.15,4642.66,4000,642.66,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230272,2023-04-06,2023-04-10,Same Day,CUST-1066,PRD-112,North,India,6,365.58,0.15,1864.46,1680,184.46,Net Banking,Delivered,north.manager@ysm.com
ORD-20230273,2023-04-06,2023-04-12,Same Day,CUST-1059,PRD-111,Asia-Pac,Singapore,6,304.22,0.0,1825.32,1320,505.32,UPI,Delivered,apac.manager@ysm.com
ORD-20230274,2023-08-05,2023-08-09,Second Class,CUST-1035,PRD-106,South,India,6,339.76,0.2,1630.85,1440,190.85,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230275,2023-12-18,2023-12-24,Standard Class,CUST-1098,PRD-101,Asia-Pac,UAE,8,1070.31,0.0,8562.48,6800,1762.48,UPI,Delivered,apac.manager@ysm.com
ORD-20230276,2023-01-01,2023-01-05,First Class,CUST-1026,PRD-112,North,India,5,400.93,0.05,1904.42,1400,504.42,Credit Card,Delivered,north.manager@ysm.com
ORD-20230277,2023-09-14,2023-09-15,Same Day,CUST-1048,PRD-111,Asia-Pac,UAE,3,314.77,0.0,944.31,660,284.31,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230278,2023-08-28,2023-09-01,Same Day,CUST-1084,PRD-102,East,India,1,1321.2,0.05,1255.14,950,305.14,Credit Card,Delivered,east.manager@ysm.com
ORD-20230279,2023-08-20,2023-08-25,Same Day,CUST-1088,PRD-108,North,India,6,93.89,0.0,563.34,450,113.34,UPI,Delivered,north.manager@ysm.com
ORD-20230280,2023-08-23,2023-08-27,First Class,CUST-1012,PRD-112,Asia-Pac,UAE,2,395.13,0.1,711.23,560,151.23,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230281,2023-05-17,2023-05-23,Second Class,CUST-1087,PRD-103,Europe,Germany,10,1010.95,0.0,10109.5,8000,2109.5,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230282,2023-08-07,2023-08-13,Second Class,CUST-1096,PRD-103,Asia-Pac,UAE,10,1147.18,0.15,9751.03,8000,1751.03,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230283,2023-05-24,2023-05-25,Second Class,CUST-1076,PRD-112,US-West,USA,7,371.51,0.1,2340.51,1960,380.51,UPI,Delivered,us.manager@ysm.com
ORD-20230284,2023-03-28,2023-03-30,Standard Class,CUST-1071,PRD-110,US-Central,USA,10,205.5,0.1,1849.5,1500,349.5,Net Banking,Delivered,us.manager@ysm.com
ORD-20230285,2024-09-13,2024-09-18,Same Day,CUST-1025,PRD-112,Europe,Germany,1,371.94,0.05,353.34,280,73.34,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230286,2024-05-26,2024-06-01,First Class,CUST-1077,PRD-102,South,India,1,1287.87,0.1,1159.08,950,209.08,UPI,Delivered,south.manager@ysm.com
ORD-20230287,2024-08-05,2024-08-09,Standard Class,CUST-1047,PRD-109,Europe,UK,8,90.13,0.0,721.04,520,201.04,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230288,2023-09-26,2023-09-28,First Class,CUST-1006,PRD-115,US-East,USA,7,44.17,0.2,247.35,245,2.35,Cash on Delivery,Delivered,us.manager@ysm.com
ORD-20230289,2024-03-09,2024-03-15,Second Class,CUST-1052,PRD-102,West,India,9,1309.2,0.2,9426.24,8550,876.24,Net Banking,Delivered,west.manager@ysm.com
ORD-20230290,2023-03-22,2023-03-27,Standard Class,CUST-1027,PRD-113,West,India,6,576.48,0.15,2940.05,2700,240.05,Net Banking,Delivered,west.manager@ysm.com
ORD-20230291,2023-09-02,2023-09-03,Standard Class,CUST-1032,PRD-102,East,India,2,1363.18,0.15,2317.41,1900,417.41,Net Banking,Delivered,east.manager@ysm.com
ORD-20230292,2024-11-04,2024-11-10,Second Class,CUST-1023,PRD-102,US-East,USA,3,1189.91,0.0,3569.73,2850,719.73,Debit Card,Delivered,us.manager@ysm.com
ORD-20230293,2024-06-19,2024-06-24,Standard Class,CUST-1093,PRD-105,Asia-Pac,UAE,3,89.84,0.1,242.57,210,32.57,Credit Card,Delivered,apac.manager@ysm.com
ORD-20230294,2024-03-15,2024-03-18,Same Day,CUST-1068,PRD-102,West,India,10,1237.46,0.0,12374.6,9500,2874.6,Debit Card,Delivered,west.manager@ysm.com
ORD-20230295,2023-02-26,2023-03-02,Standard Class,CUST-1073,PRD-103,West,India,5,1058.83,0.0,5294.15,4000,1294.15,UPI,Delivered,west.manager@ysm.com
ORD-20230296,2023-01-03,2023-01-04,Second Class,CUST-1002,PRD-104,West,India,6,75.55,0.15,385.3,360,25.3,UPI,Delivered,west.manager@ysm.com
ORD-20230297,2023-02-06,2023-02-11,Second Class,CUST-1092,PRD-112,Europe,UK,4,386.72,0.1,1392.19,1120,272.19,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230298,2023-11-24,2023-11-27,Second Class,CUST-1010,PRD-110,East,India,9,198.68,0.0,1788.12,1350,438.12,UPI,Delivered,east.manager@ysm.com
ORD-20230299,2023-02-17,2023-02-21,First Class,CUST-1009,PRD-115,West,India,5,47.01,0.1,211.54,175,36.54,Credit Card,Delivered,west.manager@ysm.com
ORD-20230300,2023-01-09,2023-01-12,Second Class,CUST-1026,PRD-105,North,India,5,95.39,0.2,381.56,350,31.56,Debit Card,Delivered,north.manager@ysm.com
ORD-20230301,2024-05-20,2024-05-22,Standard Class,CUST-1094,PRD-115,Asia-Pac,UAE,4,47.58,0.05,180.8,140,40.8,Debit Card,Returned,apac.manager@ysm.com
ORD-20230302,2024-07-08,2024-07-11,Standard Class,CUST-1082,PRD-114,US-Central,USA,1,152.76,0.1,137.48,110,27.48,Debit Card,Delivered,us.manager@ysm.com
ORD-20230303,2023-11-11,2023-11-12,Standard Class,CUST-1027,PRD-109,West,India,7,94.03,0.15,559.48,455,104.48,UPI,Delivered,west.manager@ysm.com
ORD-20230304,2023-04-06,2023-04-07,Same Day,CUST-1030,PRD-115,East,India,7,49.67,0.1,312.92,245,67.92,Credit Card,Delivered,east.manager@ysm.com
ORD-20230305,2024-06-01,2024-06-03,Standard Class,CUST-1082,PRD-114,US-Central,USA,10,146.18,0.2,1169.44,1100,69.44,Debit Card,Delivered,us.manager@ysm.com
ORD-20230306,2023-05-14,2023-05-16,First Class,CUST-1038,PRD-105,South,India,7,99.41,0.1,626.28,490,136.28,Debit Card,Delivered,south.manager@ysm.com
