IncidentID,Timestamp,SourceIP,DestinationServer,AttackerCountry,AttackType,Severity,Status,ResponseTimeMinutes,FirewallAction
SEC-INC-50203,2024-10-29 22:48:52,50.197.44.202,SRV-PROD-01,Brazil,Privilege Escalation,Low,Resolved,68,Alerted
SEC-INC-50204,2024-12-14 23:23:09,93.192.194.189,SRV-PROD-03,Germany,Phishing Attempt,Low,False Positive,50,Alerted
SEC-INC-50205,2024-03-12 20:34:20,125.106.58.214,SRV-PROD-04,Germany,Brute Force SSH,Low,False Positive,71,Blocked
SEC-INC-50206,2024-08-13 09:37:54,68.126.91.149,SRV-PROD-06,India,Privilege Escalation,Medium,Investigating,,Allowed
SEC-INC-50207,2024-10-26 14:02:31,84.138.146.54,SRV-PROD-07,India,Privilege Escalation,High,False Positive,58,Blocked
SEC-INC-50208,2024-06-24 18:20:29,186.213.191.204,SRV-PROD-05,China,Malware Infiltration,High,False Positive,60,Blocked
SEC-INC-50209,2024-08-27 09:29:49,53.237.30.133,SRV-PROD-03,Unknown,Brute Force SSH,Medium,False Positive,100,Blocked
SEC-INC-50210,2024-07-12 23:58:05,195.231.9.83,SRV-PROD-02,India,Phishing Attempt,Low,Mitigated,90,Alerted
SEC-INC-50211,2024-11-27 03:38:54,92.234.92.79,SRV-PROD-03,Unknown,Malware Infiltration,Low,Resolved,117,Blocked
SEC-INC-50212,2024-08-21 21:36:41,192.178.112.188,SRV-PROD-07,Unknown,Brute Force SSH,Low,False Positive,158,Alerted
SEC-INC-50213,2024-09-04 14:36:19,121.11.249.238,SRV-PROD-04,China,DDoS Attack,Medium,False Positive,152,Alerted
SEC-INC-50214,2024-10-30 01:02:22,86.132.43.237,SRV-PROD-05,Brazil,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50215,2024-12-05 12:07:46,58.249.24.80,SRV-PROD-03,India,DDoS Attack,Low,Mitigated,5,Blocked
SEC-INC-50216,2024-03-16 07:17:47,89.78.79.21,SRV-PROD-03,Brazil,Brute Force SSH,Medium,Investigating,,Allowed
SEC-INC-50217,2024-12-16 20:13:10,140.2.123.41,SRV-PROD-06,China,DDoS Attack,Medium,Mitigated,59,Alerted
SEC-INC-50218,2024-12-08 13:42:01,163.181.63.196,SRV-PROD-02,Netherlands,Brute Force SSH,Low,Investigating,,Alerted
SEC-INC-50219,2024-06-16 10:18:38,217.187.224.109,SRV-PROD-07,China,SQL Injection,Medium,Resolved,61,Blocked
SEC-INC-50220,2024-04-01 08:33:42,139.93.88.129,SRV-PROD-01,Netherlands,Phishing Attempt,Medium,Investigating,,Alerted
SEC-INC-50221,2024-04-06 01:36:39,99.78.112.24,SRV-PROD-06,Netherlands,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50222,2024-06-08 14:05:00,217.211.124.9,SRV-PROD-05,Netherlands,Brute Force SSH,Low,Resolved,124,Allowed
SEC-INC-50223,2024-06-26 03:41:31,212.221.104.206,SRV-PROD-01,USA,SQL Injection,Low,Mitigated,180,Alerted
SEC-INC-50224,2024-01-06 17:41:59,212.246.172.103,SRV-PROD-07,Russia,SQL Injection,Medium,Resolved,159,Alerted
SEC-INC-50225,2024-09-14 13:34:26,166.183.86.217,SRV-PROD-06,China,Brute Force SSH,Critical,Mitigated,177,Blocked
SEC-INC-50226,2024-02-10 05:28:31,46.87.243.240,SRV-PROD-05,Brazil,Malware Infiltration,High,Mitigated,116,Blocked
SEC-INC-50227,2024-01-25 16:55:17,117.11.32.223,SRV-PROD-08,Unknown,SQL Injection,Low,False Positive,69,Alerted
SEC-INC-50228,2024-06-21 10:46:56,51.139.69.46,SRV-PROD-05,India,DDoS Attack,Low,False Positive,81,Blocked
SEC-INC-50229,2024-01-19 21:41:29,73.92.188.10,SRV-PROD-07,Brazil,Brute Force SSH,Low,Resolved,37,Blocked
SEC-INC-50230,2024-03-15 23:02:38,171.111.229.71,SRV-PROD-06,Unknown,Privilege Escalation,Medium,Mitigated,15,Allowed
SEC-INC-50231,2024-06-16 13:34:23,54.38.156.251,SRV-PROD-02,Netherlands,Malware Infiltration,Critical,Resolved,91,Blocked
SEC-INC-50232,2024-11-22 10:59:41,153.103.6.48,SRV-PROD-05,China,DDoS Attack,Critical,Investigating,,Blocked
SEC-INC-50233,2024-10-19 09:30:06,122.158.132.139,SRV-PROD-04,Russia,SQL Injection,Medium,Investigating,,Alerted
SEC-INC-50234,2024-05-20 06:45:41,115.129.172.12,SRV-PROD-07,USA,Privilege Escalation,Low,Resolved,109,Allowed
SEC-INC-50235,2024-01-10 15:05:06,213.34.71.69,SRV-PROD-08,India,Phishing Attempt,Low,Resolved,88,Allowed
SEC-INC-50236,2024-02-02 22:15:35,118.187.183.156,SRV-PROD-08,Netherlands,Privilege Escalation,Medium,Mitigated,126,Blocked
SEC-INC-50237,2024-01-07 12:29:11,132.82.89.211,SRV-PROD-08,USA,DDoS Attack,High,Mitigated,58,Blocked
SEC-INC-50238,2024-09-29 06:11:23,217.100.66.104,SRV-PROD-01,China,Privilege Escalation,Medium,False Positive,26,Allowed
SEC-INC-50239,2024-09-28 13:26:30,122.75.193.81,SRV-PROD-08,Unknown,Phishing Attempt,Low,Investigating,,Blocked
SEC-INC-50240,2024-06-29 20:34:01,155.107.255.196,SRV-PROD-01,Germany,Malware Infiltration,Medium,Investigating,,Alerted
SEC-INC-50241,2024-10-02 04:47:41,141.156.243.218,SRV-PROD-02,China,DDoS Attack,Low,Resolved,151,Alerted
SEC-INC-50242,2024-04-01 05:47:35,147.141.105.91,SRV-PROD-04,Netherlands,Malware Infiltration,Low,False Positive,166,Allowed
SEC-INC-50243,2024-12-06 23:03:04,207.82.129.138,SRV-PROD-07,Brazil,DDoS Attack,Medium,Mitigated,78,Alerted
SEC-INC-50244,2024-03-21 06:28:01,147.74.1.137,SRV-PROD-06,Unknown,Privilege Escalation,Low,Resolved,103,Blocked
SEC-INC-50245,2024-11-30 15:13:21,152.106.49.163,SRV-PROD-01,Brazil,Brute Force SSH,Medium,Resolved,158,Blocked
SEC-INC-50246,2024-07-28 00:49:52,128.157.64.43,SRV-PROD-08,China,SQL Injection,Low,Mitigated,146,Blocked
SEC-INC-50247,2024-04-08 05:52:32,162.95.186.224,SRV-PROD-04,USA,DDoS Attack,Critical,Investigating,,Blocked
SEC-INC-50248,2024-06-14 04:49:46,120.17.229.8,SRV-PROD-04,Unknown,DDoS Attack,Low,Mitigated,66,Allowed
SEC-INC-50249,2024-08-24 18:12:44,209.29.206.155,SRV-PROD-06,USA,Brute Force SSH,Medium,Resolved,6,Blocked
SEC-INC-50250,2024-01-17 14:47:40,178.255.121.221,SRV-PROD-07,China,DDoS Attack,Critical,Resolved,160,Blocked
SEC-INC-50251,2024-11-27 19:26:54,51.113.124.212,SRV-PROD-01,Germany,DDoS Attack,High,Resolved,98,Blocked
SEC-INC-50252,2024-07-23 18:37:31,206.167.113.110,SRV-PROD-02,China,Brute Force SSH,High,Resolved,48,Blocked
SEC-INC-50253,2024-07-06 15:01:58,213.87.37.234,SRV-PROD-04,Unknown,Brute Force SSH,Low,False Positive,169,Blocked
SEC-INC-50254,2024-02-07 16:41:02,170.193.63.194,SRV-PROD-05,India,SQL Injection,Medium,False Positive,120,Blocked
SEC-INC-50255,2024-05-12 20:41:19,115.153.10.195,SRV-PROD-03,USA,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50256,2024-10-15 13:12:22,119.79.242.184,SRV-PROD-03,Germany,DDoS Attack,Medium,False Positive,44,Blocked
SEC-INC-50257,2024-12-21 04:40:49,82.156.75.220,SRV-PROD-07,Germany,Privilege Escalation,Low,Investigating,,Blocked
SEC-INC-50258,2024-06-04 05:24:06,194.4.67.94,SRV-PROD-07,Unknown,Malware Infiltration,High,False Positive,169,Blocked
SEC-INC-50259,2024-03-20 21:22:37,173.81.134.96,SRV-PROD-07,Unknown,Privilege Escalation,Low,Mitigated,49,Alerted
SEC-INC-50260,2024-07-13 00:31:05,216.243.17.88,SRV-PROD-04,Germany,Brute Force SSH,Low,False Positive,160,Blocked
SEC-INC-50261,2024-03-02 23:39:56,95.92.128.118,SRV-PROD-01,Brazil,Privilege Escalation,Low,Resolved,107,Blocked
SEC-INC-50262,2024-02-20 11:59:50,174.18.70.142,SRV-PROD-02,Russia,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50263,2024-05-11 06:39:04,211.220.63.59,SRV-PROD-08,USA,Phishing Attempt,Critical,False Positive,146,Blocked
SEC-INC-50264,2024-05-22 03:19:34,93.188.213.235,SRV-PROD-02,USA,Malware Infiltration,Low,Investigating,,Allowed
SEC-INC-50265,2024-05-04 21:19:25,193.123.119.26,SRV-PROD-01,India,Privilege Escalation,Low,Mitigated,34,Alerted
SEC-INC-50266,2024-02-12 17:19:54,95.26.139.151,SRV-PROD-04,Unknown,SQL Injection,Medium,Mitigated,33,Blocked
SEC-INC-50267,2024-08-14 23:23:50,94.151.207.163,SRV-PROD-08,Russia,SQL Injection,High,False Positive,131,Blocked
SEC-INC-50268,2024-11-19 06:25:38,129.130.124.132,SRV-PROD-05,Germany,SQL Injection,High,Investigating,,Blocked
SEC-INC-50269,2024-06-23 10:01:22,218.144.129.80,SRV-PROD-08,China,Brute Force SSH,Medium,False Positive,135,Alerted
SEC-INC-50270,2024-09-10 05:56:21,90.17.195.111,SRV-PROD-05,China,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50271,2024-02-25 08:26:22,99.79.129.79,SRV-PROD-06,Unknown,Phishing Attempt,Medium,Investigating,,Blocked
SEC-INC-50272,2024-12-10 05:37:43,127.41.50.197,SRV-PROD-07,USA,Brute Force SSH,Medium,Investigating,,Alerted
SEC-INC-50273,2024-09-21 17:14:58,212.153.202.107,SRV-PROD-05,Brazil,SQL Injection,Medium,False Positive,99,Allowed
SEC-INC-50274,2024-06-05 12:09:01,135.213.191.81,SRV-PROD-08,Germany,DDoS Attack,Medium,Mitigated,6,Alerted
SEC-INC-50275,2024-01-29 14:53:00,135.166.207.36,SRV-PROD-08,Germany,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50276,2024-04-16 09:19:05,120.214.96.7,SRV-PROD-06,Netherlands,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50277,2024-11-12 18:18:41,157.220.71.28,SRV-PROD-02,Brazil,Brute Force SSH,Low,Mitigated,156,Alerted
SEC-INC-50278,2024-01-24 14:12:06,169.64.72.253,SRV-PROD-07,Russia,Phishing Attempt,Low,False Positive,75,Blocked
SEC-INC-50279,2024-07-08 15:57:05,117.29.121.35,SRV-PROD-02,India,Privilege Escalation,Medium,Investigating,,Allowed
SEC-INC-50280,2024-10-28 10:52:51,191.52.144.23,SRV-PROD-08,Brazil,SQL Injection,Medium,False Positive,147,Blocked
SEC-INC-50281,2024-05-29 00:47:44,80.198.198.18,SRV-PROD-06,India,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50282,2024-06-13 17:03:04,103.118.93.86,SRV-PROD-04,Germany,SQL Injection,Medium,Resolved,40,Allowed
SEC-INC-50283,2024-11-24 14:57:21,154.102.207.125,SRV-PROD-01,Russia,Malware Infiltration,Low,Mitigated,13,Blocked
SEC-INC-50284,2024-06-16 19:37:02,170.73.148.86,SRV-PROD-02,China,Malware Infiltration,Low,Resolved,141,Allowed
SEC-INC-50285,2024-09-19 03:11:38,191.237.120.157,SRV-PROD-04,China,Privilege Escalation,Medium,False Positive,124,Alerted
SEC-INC-50286,2024-03-18 23:40:54,129.19.47.166,SRV-PROD-06,Unknown,Malware Infiltration,High,Mitigated,10,Blocked
SEC-INC-50287,2024-07-24 20:55:32,120.2.160.213,SRV-PROD-07,Russia,Phishing Attempt,Low,Mitigated,43,Alerted
SEC-INC-50288,2024-04-24 21:16:35,217.197.84.137,SRV-PROD-08,Brazil,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50289,2024-04-06 05:23:55,97.79.47.26,SRV-PROD-01,Russia,Brute Force SSH,Medium,Resolved,88,Alerted
SEC-INC-50290,2024-04-27 23:57:47,98.52.78.42,SRV-PROD-07,Germany,Brute Force SSH,Critical,Investigating,,Blocked
SEC-INC-50291,2024-06-30 00:59:37,80.225.231.242,SRV-PROD-08,China,DDoS Attack,Low,Investigating,,Alerted
SEC-INC-50292,2024-01-26 16:16:04,157.103.51.53,SRV-PROD-07,China,Phishing Attempt,Critical,Resolved,46,Blocked
SEC-INC-50293,2024-04-17 04:22:55,170.190.155.92,SRV-PROD-06,Netherlands,Brute Force SSH,Low,Resolved,134,Alerted
SEC-INC-50294,2024-09-01 09:17:40,175.29.242.117,SRV-PROD-01,Russia,DDoS Attack,High,Mitigated,30,Blocked
SEC-INC-50295,2024-06-30 13:07:17,124.215.17.112,SRV-PROD-05,Brazil,Privilege Escalation,Low,Mitigated,125,Allowed
SEC-INC-50296,2024-05-20 23:34:10,127.12.37.217,SRV-PROD-04,USA,Malware Infiltration,Low,Investigating,,Allowed
SEC-INC-50297,2024-12-21 17:06:19,54.16.153.206,SRV-PROD-04,Germany,SQL Injection,Medium,Investigating,,Alerted
SEC-INC-50298,2024-03-29 06:21:30,177.248.39.190,SRV-PROD-03,India,Phishing Attempt,High,Resolved,132,Blocked
SEC-INC-50299,2024-04-14 11:08:36,148.161.96.233,SRV-PROD-05,India,Phishing Attempt,High,False Positive,12,Blocked
SEC-INC-50300,2024-08-28 01:14:45,81.234.105.12,SRV-PROD-07,USA,Brute Force SSH,Low,False Positive,62,Allowed
SEC-INC-50301,2024-08-02 02:24:53,73.248.122.119,SRV-PROD-07,Unknown,Brute Force SSH,High,Resolved,84,Blocked
SEC-INC-50302,2024-08-31 17:05:36,110.33.83.169,SRV-PROD-06,China,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50303,2024-04-22 18:44:27,78.207.242.37,SRV-PROD-04,China,Privilege Escalation,Low,Mitigated,77,Blocked
SEC-INC-50304,2024-02-23 09:05:39,102.65.48.187,SRV-PROD-05,India,Privilege Escalation,Critical,False Positive,38,Blocked
SEC-INC-50305,2024-06-16 15:21:55,140.170.38.149,SRV-PROD-01,Netherlands,Privilege Escalation,Low,Investigating,,Allowed
SEC-INC-50306,2024-01-08 05:12:17,207.9.214.204,SRV-PROD-04,USA,DDoS Attack,Low,Mitigated,128,Alerted
SEC-INC-50307,2024-04-06 22:53:26,192.104.116.255,SRV-PROD-04,Unknown,Malware Infiltration,Low,Mitigated,35,Blocked
SEC-INC-50308,2024-05-23 23:51:52,176.237.87.87,SRV-PROD-03,Germany,SQL Injection,High,Mitigated,145,Blocked
SEC-INC-50309,2024-08-21 03:30:48,216.220.88.196,SRV-PROD-05,China,SQL Injection,Medium,Resolved,144,Allowed
SEC-INC-50310,2024-02-18 08:16:09,162.213.29.31,SRV-PROD-05,USA,SQL Injection,Low,Mitigated,146,Allowed
SEC-INC-50311,2024-09-15 06:38:55,146.210.241.227,SRV-PROD-04,USA,Privilege Escalation,Low,Resolved,55,Blocked
SEC-INC-50312,2024-06-30 19:08:08,198.200.39.145,SRV-PROD-01,India,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50313,2024-03-22 03:38:45,219.43.163.163,SRV-PROD-04,USA,Malware Infiltration,Critical,Mitigated,56,Blocked
SEC-INC-50314,2024-05-22 01:46:51,147.76.100.231,SRV-PROD-07,Unknown,DDoS Attack,Low,False Positive,5,Allowed
SEC-INC-50315,2024-05-08 20:14:04,216.80.54.237,SRV-PROD-02,Russia,DDoS Attack,Low,Mitigated,46,Allowed
SEC-INC-50316,2024-07-19 05:48:18,210.108.101.152,SRV-PROD-04,Brazil,SQL Injection,Low,False Positive,40,Alerted
SEC-INC-50317,2024-03-04 21:19:58,217.39.53.114,SRV-PROD-03,Germany,SQL Injection,Low,Resolved,138,Alerted
SEC-INC-50318,2024-09-25 03:44:09,205.154.121.60,SRV-PROD-08,Germany,Phishing Attempt,Medium,Mitigated,44,Allowed
SEC-INC-50319,2024-06-23 09:54:25,55.98.215.229,SRV-PROD-05,China,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50320,2024-12-20 17:44:31,119.58.134.27,SRV-PROD-02,India,Brute Force SSH,High,Mitigated,115,Blocked
SEC-INC-50321,2024-08-03 02:03:45,208.27.222.198,SRV-PROD-05,Germany,SQL Injection,Medium,False Positive,112,Blocked
SEC-INC-50322,2024-05-08 12:59:08,66.4.26.183,SRV-PROD-08,Brazil,Malware Infiltration,Medium,Mitigated,175,Alerted
SEC-INC-50323,2024-02-23 17:45:45,188.156.215.145,SRV-PROD-07,Netherlands,Phishing Attempt,Medium,Resolved,152,Allowed
SEC-INC-50324,2024-03-01 08:41:15,137.149.173.182,SRV-PROD-07,Netherlands,Privilege Escalation,Medium,False Positive,170,Alerted
SEC-INC-50325,2024-08-23 20:52:29,178.10.241.103,SRV-PROD-07,Russia,Brute Force SSH,Medium,Resolved,166,Alerted
SEC-INC-50326,2024-02-20 10:38:29,150.206.8.187,SRV-PROD-08,Germany,SQL Injection,High,False Positive,95,Blocked
SEC-INC-50327,2024-05-07 10:04:18,159.201.13.84,SRV-PROD-08,Germany,Brute Force SSH,Low,False Positive,107,Alerted
SEC-INC-50328,2024-03-29 18:11:54,67.86.91.158,SRV-PROD-04,India,SQL Injection,Low,Resolved,168,Alerted
SEC-INC-50329,2024-06-09 22:38:20,172.164.48.194,SRV-PROD-07,Brazil,SQL Injection,High,Mitigated,94,Blocked
SEC-INC-50330,2024-06-21 15:56:19,137.194.41.246,SRV-PROD-03,India,Phishing Attempt,Low,False Positive,134,Blocked
SEC-INC-50331,2024-11-24 20:24:23,120.194.144.138,SRV-PROD-03,Netherlands,Malware Infiltration,Medium,Investigating,,Allowed
SEC-INC-50332,2024-02-16 21:46:17,214.104.219.68,SRV-PROD-03,India,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50333,2024-02-23 10:42:03,202.146.249.22,SRV-PROD-06,Brazil,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50334,2024-10-07 05:38:37,215.255.71.7,SRV-PROD-08,Brazil,Privilege Escalation,Critical,Investigating,,Blocked
SEC-INC-50335,2024-04-25 16:01:58,210.208.56.38,SRV-PROD-01,Germany,Brute Force SSH,Critical,Mitigated,117,Blocked
SEC-INC-50336,2024-07-31 20:15:18,186.146.50.106,SRV-PROD-03,Netherlands,Privilege Escalation,Medium,Mitigated,71,Blocked
SEC-INC-50337,2024-07-05 09:35:44,155.95.94.231,SRV-PROD-04,India,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50338,2024-12-25 08:59:21,182.149.33.25,SRV-PROD-08,India,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50339,2024-06-27 23:28:56,186.211.253.58,SRV-PROD-08,Germany,Malware Infiltration,High,Mitigated,163,Blocked
SEC-INC-50340,2024-08-12 18:06:00,196.112.17.245,SRV-PROD-03,Russia,Malware Infiltration,Medium,Resolved,93,Alerted
SEC-INC-50341,2024-12-27 05:23:02,61.175.91.17,SRV-PROD-05,Germany,Privilege Escalation,Low,Mitigated,115,Blocked
SEC-INC-50342,2024-03-09 14:25:36,100.170.116.80,SRV-PROD-05,India,Brute Force SSH,Medium,Mitigated,41,Blocked
SEC-INC-50343,2024-12-14 21:22:02,125.221.2.249,SRV-PROD-01,India,Malware Infiltration,Low,Resolved,162,Allowed
SEC-INC-50344,2024-09-28 15:03:45,86.188.50.64,SRV-PROD-03,USA,Phishing Attempt,Medium,Mitigated,35,Alerted
SEC-INC-50345,2024-02-15 03:25:41,148.147.180.243,SRV-PROD-07,Netherlands,DDoS Attack,Medium,Investigating,,Alerted
SEC-INC-50346,2024-04-03 03:29:24,124.91.46.182,SRV-PROD-07,Germany,DDoS Attack,Low,False Positive,107,Allowed
SEC-INC-50347,2024-04-26 12:47:12,210.163.21.87,SRV-PROD-08,China,Malware Infiltration,Low,Resolved,147,Allowed
SEC-INC-50348,2024-12-15 13:35:09,69.44.1.247,SRV-PROD-01,Russia,SQL Injection,Low,Resolved,150,Blocked
SEC-INC-50349,2024-07-10 02:31:34,89.49.163.159,SRV-PROD-08,USA,Malware Infiltration,Low,False Positive,29,Blocked
SEC-INC-50350,2024-03-20 21:50:06,140.147.46.229,SRV-PROD-08,USA,Malware Infiltration,Low,Mitigated,12,Blocked
SEC-INC-50351,2024-01-20 19:34:22,75.207.240.80,SRV-PROD-05,China,SQL Injection,Medium,Investigating,,Allowed
SEC-INC-50352,2024-09-11 07:01:57,199.40.157.236,SRV-PROD-06,Unknown,Privilege Escalation,Medium,Mitigated,119,Allowed
SEC-INC-50353,2024-12-08 20:11:14,61.87.64.94,SRV-PROD-03,Brazil,DDoS Attack,Low,Mitigated,15,Alerted
SEC-INC-50354,2024-01-31 17:29:30,213.182.194.215,SRV-PROD-02,China,Privilege Escalation,Medium,Mitigated,144,Blocked
SEC-INC-50355,2024-04-12 10:17:15,127.35.115.196,SRV-PROD-04,Germany,Privilege Escalation,Medium,Mitigated,101,Allowed
SEC-INC-50356,2024-09-08 00:52:03,170.27.83.144,SRV-PROD-08,Netherlands,SQL Injection,Medium,False Positive,180,Blocked
SEC-INC-50357,2024-01-29 19:12:27,55.49.243.23,SRV-PROD-05,USA,Privilege Escalation,Low,Resolved,141,Allowed
SEC-INC-50358,2024-01-25 11:01:47,143.49.91.247,SRV-PROD-01,Netherlands,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50359,2024-07-08 01:37:41,99.26.118.244,SRV-PROD-03,Brazil,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50360,2024-04-15 20:47:41,208.157.4.12,SRV-PROD-07,Brazil,Privilege Escalation,Low,False Positive,6,Allowed
SEC-INC-50361,2024-12-03 12:02:32,90.253.100.212,SRV-PROD-04,India,DDoS Attack,Low,Investigating,,Blocked
SEC-INC-50362,2024-05-06 22:38:15,216.67.226.237,SRV-PROD-07,Germany,Brute Force SSH,Critical,False Positive,109,Blocked
SEC-INC-50363,2024-12-19 00:22:20,151.211.106.97,SRV-PROD-05,Brazil,DDoS Attack,Low,Resolved,165,Blocked
SEC-INC-50364,2024-07-21 01:31:18,159.33.170.177,SRV-PROD-04,China,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50365,2024-02-04 06:40:33,182.84.43.242,SRV-PROD-05,Netherlands,SQL Injection,Medium,False Positive,150,Alerted
SEC-INC-50366,2024-02-25 04:20:50,146.211.227.227,SRV-PROD-04,China,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50367,2024-03-06 18:52:04,54.121.123.28,SRV-PROD-02,Brazil,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50368,2024-02-12 02:27:14,106.112.158.95,SRV-PROD-08,USA,DDoS Attack,Medium,Resolved,174,Blocked
SEC-INC-50369,2024-04-06 07:39:41,126.12.146.4,SRV-PROD-03,India,SQL Injection,High,False Positive,123,Blocked
SEC-INC-50370,2024-04-12 23:27:08,59.101.98.40,SRV-PROD-05,China,Brute Force SSH,Low,Investigating,,Alerted
SEC-INC-50371,2024-12-02 15:58:43,51.224.113.18,SRV-PROD-04,Germany,Malware Infiltration,Low,False Positive,19,Allowed
SEC-INC-50372,2024-12-16 02:22:16,149.133.137.5,SRV-PROD-03,India,SQL Injection,Low,Resolved,180,Allowed
SEC-INC-50373,2024-01-04 13:52:46,45.145.15.209,SRV-PROD-07,China,Brute Force SSH,High,Resolved,149,Blocked
SEC-INC-50374,2024-10-06 02:41:29,50.167.211.234,SRV-PROD-08,Netherlands,SQL Injection,Medium,Mitigated,120,Blocked
SEC-INC-50375,2024-05-01 17:51:38,201.65.89.251,SRV-PROD-08,Unknown,Brute Force SSH,Medium,False Positive,62,Allowed
SEC-INC-50376,2024-05-26 23:11:45,89.247.248.100,SRV-PROD-05,USA,SQL Injection,Medium,Mitigated,81,Allowed
SEC-INC-50377,2024-01-22 16:44:44,150.182.226.139,SRV-PROD-04,Netherlands,Brute Force SSH,High,False Positive,58,Blocked
SEC-INC-50378,2024-07-26 15:19:59,151.118.188.116,SRV-PROD-08,Netherlands,DDoS Attack,Low,False Positive,175,Alerted
SEC-INC-50379,2024-03-09 19:17:39,97.63.56.183,SRV-PROD-04,Brazil,Privilege Escalation,Medium,False Positive,123,Blocked
SEC-INC-50380,2024-07-28 13:38:47,209.79.55.101,SRV-PROD-03,Unknown,Phishing Attempt,Medium,Mitigated,81,Blocked
SEC-INC-50381,2024-07-30 01:51:09,96.56.87.142,SRV-PROD-03,Netherlands,Malware Infiltration,Medium,Mitigated,11,Blocked
SEC-INC-50382,2024-04-15 14:03:09,190.171.45.70,SRV-PROD-03,Netherlands,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50383,2024-03-18 14:58:28,126.120.63.223,SRV-PROD-03,Unknown,SQL Injection,Medium,Resolved,178,Allowed
SEC-INC-50384,2024-02-03 03:07:19,50.3.236.221,SRV-PROD-01,India,Phishing Attempt,Low,False Positive,56,Blocked
SEC-INC-50385,2024-03-18 07:45:19,123.216.17.93,SRV-PROD-06,Unknown,DDoS Attack,Low,Investigating,,Alerted
SEC-INC-50386,2024-06-04 03:41:43,188.41.231.226,SRV-PROD-03,USA,DDoS Attack,Low,Mitigated,45,Blocked
SEC-INC-50387,2024-10-09 22:53:22,165.180.252.72,SRV-PROD-04,China,Privilege Escalation,Critical,Mitigated,29,Blocked
SEC-INC-50388,2024-01-21 04:56:13,142.122.98.123,SRV-PROD-03,Russia,Malware Infiltration,Medium,False Positive,117,Blocked
SEC-INC-50389,2024-10-19 06:37:13,159.229.6.249,SRV-PROD-08,India,SQL Injection,Critical,False Positive,22,Blocked
SEC-INC-50390,2024-03-31 04:54:47,204.77.174.101,SRV-PROD-03,China,Privilege Escalation,Low,False Positive,79,Blocked
SEC-INC-50391,2024-02-12 12:54:52,199.252.205.127,SRV-PROD-01,Netherlands,Brute Force SSH,Low,False Positive,54,Blocked
SEC-INC-50392,2024-05-23 18:56:54,51.126.82.232,SRV-PROD-03,Russia,Privilege Escalation,Low,False Positive,72,Alerted
SEC-INC-50393,2024-08-09 12:17:19,55.70.192.255,SRV-PROD-08,China,SQL Injection,Medium,Investigating,,Blocked
SEC-INC-50394,2024-01-06 20:53:09,49.78.98.52,SRV-PROD-08,Netherlands,DDoS Attack,Low,False Positive,101,Alerted
SEC-INC-50395,2024-07-06 18:39:45,153.105.182.88,SRV-PROD-03,India,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50396,2024-05-24 09:42:33,66.234.116.236,SRV-PROD-02,India,Malware Infiltration,High,Resolved,37,Blocked
SEC-INC-50397,2024-02-24 08:50:45,64.46.96.17,SRV-PROD-03,Brazil,Phishing Attempt,High,Resolved,8,Blocked
SEC-INC-50398,2024-06-23 22:28:51,63.40.150.161,SRV-PROD-08,India,Privilege Escalation,Low,Resolved,19,Blocked
SEC-INC-50399,2024-03-12 07:15:51,65.48.24.184,SRV-PROD-02,Russia,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50400,2024-04-17 01:49:13,65.100.83.161,SRV-PROD-04,Unknown,Brute Force SSH,Medium,Mitigated,159,Blocked
SEC-INC-50401,2024-04-05 17:05:00,118.188.174.152,SRV-PROD-01,Unknown,Brute Force SSH,Medium,Resolved,50,Allowed
SEC-INC-50402,2024-05-14 05:14:20,183.148.250.49,SRV-PROD-02,China,Brute Force SSH,Low,False Positive,63,Allowed
SEC-INC-50403,2024-07-21 23:07:49,196.76.154.106,SRV-PROD-05,Brazil,DDoS Attack,Low,False Positive,66,Blocked
SEC-INC-50404,2024-01-04 23:50:31,219.65.73.194,SRV-PROD-03,China,Phishing Attempt,Low,False Positive,20,Blocked
SEC-INC-50405,2024-08-08 02:54:39,217.196.231.184,SRV-PROD-08,Russia,Privilege Escalation,Medium,False Positive,155,Alerted
